Date,Open,High,Low,Close,Adj Close,Volume
2014-04-30,187.440002,188.500000,187.179993,188.309998,157.372498,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,157.389206,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,157.163528,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,157.464355,75883000
2014-05-06,188.000000,188.130005,186.740005,186.779999,156.093781,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,157.013123,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,156.845947,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,157.079971,83679000
2014-05-12,188.800003,189.880005,188.000000,189.789993,158.609314,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,158.751358,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,157.999237,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,156.611938,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,157.155197,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,157.731873,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,156.737289,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,158.057739,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,158.442154,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,159.077301,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,160.055099,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,159.938080,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,160.765396,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,161.024536,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,161.208405,64656000
2014-06-03,192.429993,192.899994,192.250000,192.800003,161.124817,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,161.450729,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,162.503693,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,163.280914,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,163.448044,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,163.464783,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,162.896454,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,161.743210,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,162.236282,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,162.369995,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,162.821304,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,164.016327,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,164.200226,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,164.533600,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,164.483185,70611000
2014-06-24,195.529999,196.500000,194.479996,194.699997,163.492310,96237000
2014-06-25,194.289993,195.779999,194.250000,195.580002,164.231247,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,164.113678,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,164.432800,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,164.348816,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,165.448837,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,165.616791,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,166.431351,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,165.851913,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,164.785446,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,165.524384,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,164.869431,99040000
2014-07-11,196.220001,196.750000,195.779999,196.610001,165.096176,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,165.927536,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,165.616791,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,166.229813,79986400
2014-07-17,197.350006,198.100006,195.429993,195.710007,164.340454,145398000
2014-07-18,196.350006,197.910004,196.240005,197.710007,166.019897,124330000
2014-07-21,197.089996,197.500000,196.429993,197.339996,165.709183,67592000
2014-07-22,198.009995,198.559998,197.869995,198.199997,166.431351,67678000
2014-07-23,198.500000,198.850006,198.100006,198.639999,166.800842,65612000
2014-07-24,198.830002,199.059998,198.449997,198.649994,166.809204,56888000
2014-07-25,198.089996,198.259995,197.330002,197.720001,166.028259,76837000
2014-07-28,197.759995,198.089996,196.619995,197.800003,166.095428,69259000
2014-07-29,198.169998,198.449997,196.919998,196.949997,165.381622,80466000
2014-07-30,197.649994,197.910004,196.160004,196.979996,165.406876,104222000
2014-07-31,195.610001,195.779999,192.970001,193.089996,162.140411,183479000
2014-08-01,192.559998,193.759995,191.570007,192.500000,161.644974,189261000
2014-08-04,192.869995,194.300003,192.050003,193.889999,162.812134,91340000
2014-08-05,193.100006,193.600006,191.309998,192.009995,161.233475,152690000
2014-08-06,191.110001,192.889999,191.080002,192.070007,161.283859,94818000
2014-08-07,192.940002,193.130005,190.550003,191.029999,160.410614,135733000
2014-08-08,191.460007,193.369995,190.949997,193.240005,162.266342,117014000
2014-08-11,193.970001,194.660004,193.710007,193.800003,162.736572,74544000
2014-08-12,193.610001,194.149994,192.940002,193.529999,162.509827,73632000
2014-08-13,194.289993,195.059998,193.960007,194.839996,163.609894,69047000
2014-08-14,195.160004,195.759995,194.979996,195.759995,164.382416,57371000
2014-08-15,196.470001,196.649994,194.309998,195.720001,164.348816,139951000
2014-08-18,196.800003,197.449997,196.690002,197.360001,165.725952,75424000
2014-08-19,197.839996,198.539993,197.440002,198.389999,166.590866,59135000
2014-08-20,198.119995,199.160004,198.080002,198.919998,167.035919,72763000
2014-08-21,199.089996,199.759995,198.929993,199.500000,167.522980,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,167.262680,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,168.110718,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,168.219910,47298000
2014-08-27,200.429993,200.570007,199.940002,200.250000,168.152756,47874000
2014-08-28,199.589996,200.270004,199.389999,200.139999,168.060394,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,168.539017,65907000
2014-09-02,200.970001,201.000000,199.860001,200.610001,168.455017,72426000
2014-09-03,201.380005,201.410004,200.220001,200.500000,168.362671,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,168.119141,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,168.874908,102177000
2014-09-08,200.919998,201.210007,200.000000,200.589996,168.438232,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,167.371826,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,168.001556,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,168.194763,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,167.212265,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,167.086273,76401000
2014-09-16,198.610001,200.839996,198.500000,200.479996,168.345856,116201000
2014-09-17,200.770004,201.679993,199.750000,200.750000,168.572601,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,169.471054,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,169.318390,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,168.010727,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,167.049026,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,168.356628,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,165.640091,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,166.956207,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,166.652466,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,166.213806,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,163.961273,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,163.986618,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,165.791992,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,165.597931,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,163.041672,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,165.893204,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,162.603027,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,160.746994,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,158.106430,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,158.351059,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,157.279633,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,157.144699,270391000
2014-10-17,188.419998,189.750000,187.619995,188.470001,159.000702,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,160.544571,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,163.725052,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,162.560837,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,164.450577,154944000
2014-10-24,195.250000,196.490005,194.490005,196.429993,165.716064,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,165.488281,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,167.386490,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,167.133347,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,168.204758,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,170.128296,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,170.221054,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,169.630524,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,170.701950,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,171.385315,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,171.545593,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,172.085526,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,172.254227,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,172.068665,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,172.262695,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,172.304871,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,172.414505,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,173.410004,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,173.131622,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,173.435333,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,174.363388,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,174.852676,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,174.726151,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,175.173233,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,174.802078,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,173.587158,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,174.709259,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,175.384186,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,175.190109,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,175.476944,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,174.304291,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,174.186157,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,171.393753,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,172.262695,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,169.478699,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,168.314407,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,166.964645,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,170.237915,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,174.447723,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,175.189987,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,175.995850,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,176.233353,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,176.250336,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,176.818695,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,177.056183,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,176.106155,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,174.358658,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,174.265350,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,171.118134,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,169.506363,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,171.618652,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,174.664032,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,173.264374,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,171.907028,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,171.423477,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,170.388626,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,168.827774,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,171.041779,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,171.406586,130991100
