date,Volume,Fear_index,SPY_index,FEDFUNDS,Target,MA,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER
2016-09-16,12780800.0,15.37,213.369995,0.4,32.119999,31.546499949999998,45.435934662967796,32.50422242743813,31.546499949999998,30.588777472561866
2016-09-19,32234800.0,15.53,213.410004,0.4,31.799999,31.540999900000003,54.081731977911815,32.49311425226574,31.540999900000003,30.588885547734264
2016-09-20,12876200.0,15.92,213.419998,0.4,31.6,31.529999850000003,53.23391522468028,32.47112991428198,31.529999850000003,30.588869785718025
2016-09-21,14468700.0,13.3,215.820007,0.4,31.9,31.540499900000004,57.90418480775469,32.503444259982444,31.540499900000004,30.577555540017567
2016-09-22,12034000.0,12.02,217.179993,0.4,31.48,31.5709998,60.49056627412074,32.60211333277634,31.5709998,30.53988626722366
2016-09-23,9812100.0,12.29,215.990005,0.4,31.77,31.5999997,56.862516398367745,32.659671557848654,31.5999997,30.540327842151353
2016-09-26,12700900.0,14.5,214.240005,0.4,32.040001,31.6134996,52.81910843205657,32.67629146218004,31.6134996,30.55070773781996
2016-09-27,14465300.0,13.1,215.570007,0.4,32.169998,31.602999649999997,50.4065863161005,32.66175923426048,31.602999649999997,30.544240065739515
2016-09-28,10713600.0,12.39,216.639999,0.4,32.68,31.61449965,53.81432033687072,32.681289372583976,31.61449965,30.54770992741602
2016-09-29,8821200.0,14.02,214.679993,0.4,32.529999,31.59249965,48.76257934440877,32.65087687605499,31.59249965,30.534122423945014
2016-09-30,9330000.0,13.29,216.300003,0.4,32.34,31.590999699999998,52.105760345081315,32.64822313124769,31.590999699999998,30.533776268752305
2016-10-03,11375900.0,13.57,215.779999,0.4,32.150002,31.584999749999998,55.046700982919916,32.62991701290473,31.584999749999998,30.54008248709527
2016-10-04,8506200.0,13.63,214.679993,0.4,31.889999,31.587499700000002,56.43379329259674,32.63803051019023,31.587499700000002,30.536968889809778
2016-10-05,11093500.0,12.99,215.630005,0.4,31.68,31.62699975,61.45834568656352,32.77984676774205,31.62699975,30.474152732257945
2016-10-06,8611200.0,12.84,215.779999,0.4,31.51,31.667999749999996,59.29237085275402,32.88955319929096,31.667999749999996,30.44644630070903
2016-10-07,8909400.0,13.48,215.039993,0.4,31.870001,31.760999749999996,56.57267045802454,32.880696783271404,31.760999749999996,30.641302716728585
2016-10-10,6094800.0,13.38,216.160004,0.4,31.559999,31.809499849999998,53.90966954528818,32.90704675267933,31.809499849999998,30.711952947320672
2016-10-11,7977500.0,15.36,213.429993,0.4,31.4,31.85699975,50.412498524828244,32.87548373897153,31.85699975,30.838515761028468
2016-10-12,5597600.0,15.91,213.710007,0.4,31.85,31.9054998,47.719890177969155,32.77557467445604,31.9054998,31.035424925543968
