date,Volume,Fear_index,SPY_index,FEDFUNDS,Target,MA,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER
2017-02-01,39671500.0,11.81,227.619995,0.66,63.34,63.241999650000004,52.90251631888512,65.2465476498738,63.241999650000004,61.237451650126204
2017-02-02,45827000.0,11.93,227.770004,0.66,64.059998,63.2854996,49.70017607011711,65.24113837560266,63.2854996,61.32986082439735
2017-02-03,30301800.0,10.97,229.339996,0.66,64.0,63.354499649999994,53.47298493757504,65.26048376342817,63.354499649999994,61.44851553657182
2017-02-06,19796400.0,11.37,228.929993,0.66,64.720001,63.3944996,53.13633881285279,65.28856142370299,63.3944996,61.50043777629702
2017-02-07,20277200.0,11.29,228.940002,0.66,64.57,63.43399965,51.31003687465275,65.29446181420278,63.43399965,61.57353748579722
2017-02-08,18096400.0,11.45,229.240005,0.66,64.529999,63.4699997,50.50880537378878,65.29160028364197,63.4699997,61.648399116358036
2017-02-09,22644400.0,10.88,230.600006,0.66,64.519997,63.51349965000001,56.377478467291354,65.3484491802995,63.51349965000001,61.67855011970052
2017-02-10,18170700.0,10.85,231.509995,0.66,64.620003,63.58299960000001,55.78385552687677,65.37873764607309,63.58299960000001,61.787261553926925
2017-02-13,22920100.0,11.07,232.770004,0.66,64.489998,63.68399959999999,61.07998975193007,65.49776407864906,63.68399959999999,61.87023512135092
2017-02-14,23108400.0,10.74,233.699997,0.66,64.360001,63.785999649999994,59.481514672441016,65.55541654140463,63.785999649999994,62.01658275859536
2017-02-15,17005200.0,11.97,234.919998,0.66,64.620003,63.8874996,59.03780540743503,65.5774181143883,63.8874996,62.19758108561171
2017-02-16,20546300.0,11.76,234.720001,0.66,64.620003,63.9984995,58.919453333720206,65.5339501987955,63.9984995,62.463048801204515
2017-02-17,21248800.0,11.49,235.089996,0.66,64.230003,64.09249955,59.787475655509965,65.53065425107437,64.09249955,62.65434484892563
2017-02-21,20655900.0,11.57,236.490005,0.66,63.98,64.16899950000001,58.06971344504552,65.5132093175867,64.16899950000001,62.824789682413325
2017-02-22,19292700.0,11.74,236.279999,0.66,64.940002,64.21099955,56.32699445572103,65.52190733495065,64.21099955,62.900091765049346
2017-02-23,20273100.0,11.71,236.440002,0.66,64.010002,64.2579997,58.97864176299097,65.55608892863134,64.2579997,62.95991047136866
2017-02-24,21796800.0,11.47,236.740005,0.66,64.25,64.27550000000001,58.97864176299097,65.58366839090493,64.27550000000001,62.96733160909508
2017-02-27,15871500.0,12.09,237.110001,0.66,64.269997,64.1980002,53.34424371217647,65.29796430621631,64.1980002,63.098036093783676
2017-02-28,23239800.0,12.92,236.470001,0.66,64.400002,64.14050035,50.04382848757791,65.15200327692237,64.14050035,63.12899742307762
2017-03-01,26937500.0,12.54,239.779999,0.79,64.989998,64.15500035,60.22136178480685,65.20484367365604,64.15500035,63.105157026343946
2017-03-02,24539600.0,11.81,238.270004,0.79,64.730003,64.17650035,49.665299645422515,65.19387247454644,64.17650035,63.159128225453564
2017-03-03,18135900.0,10.96,238.419998,0.79,64.93,64.23050045,52.003441323175025,65.1308516903576,64.23050045,63.330149209642386
2017-03-06,18750300.0,11.24,237.710007,0.79,64.709999,64.2600003,52.20266864310012,65.12226269748764,64.2600003,63.39773790251236
2017-03-07,18521000.0,11.45,237.0,0.79,64.410004,64.29800044999999,53.55250457873053,65.1107834191642,64.29800044999999,63.48521748083577
2017-03-08,21510900.0,11.86,236.559998,0.79,64.75,64.37600035,59.18579763495635,65.13573477396972,64.37600035,63.61626592603028
2017-03-09,19846800.0,12.3,236.860001,0.79,64.639999,64.4455005,55.964623222353616,65.04323281292389,64.4455005,63.847768187076106
2017-03-10,19538200.0,11.66,237.690002,0.79,64.870003,64.4890006,57.864343544784575,65.09517601739078,64.4890006,63.88282518260921
2017-03-13,20100000.0,11.35,237.809998,0.79,64.93,64.52450055,55.050899829928824,65.0920242200066,64.52450055,63.956976879993384
2017-03-14,14280200.0,12.3,236.899994,0.79,64.209999,64.5090007,51.38218611364597,65.07094823980583,64.5090007,63.94705316019417
2017-03-15,24833800.0,11.63,238.949997,0.79,65.029999,64.5180007,55.039210097411946,65.08974202467046,64.5180007,63.94625937532954
2017-03-16,20674300.0,11.21,238.479996,0.79,64.870003,64.5235007,53.63356224390241,65.09783845173915,64.5235007,63.949162948260856
2017-03-17,49219700.0,11.28,237.029999,0.79,64.980003,64.541001,56.15499782062363,65.13585253567229,64.541001,63.9461494643277
2017-03-20,14598100.0,11.34,236.770004,0.79,65.099998,64.55650084999999,56.81471645326454,65.17567749499032,64.55650084999999,63.93732420500965
2017-03-21,26640500.0,12.47,233.729996,0.79,65.290001,64.5425009,47.56524992581924,65.18038796970785,64.5425009,63.90461383029213
2017-03-22,20680000.0,12.81,234.279999,0.79,65.470001,64.5760008,56.29249703994157,65.24323040745881,64.5760008,63.908771192541195
2017-03-23,19269200.0,13.12,234.029999,0.79,65.709999,64.58850079999999,54.39028315731261,65.26844723876995,64.58850079999999,63.90855436123003
2017-03-24,22617100.0,12.96,233.860001,0.79,65.860001,64.60650079999999,55.50355791743434,65.308656217206,64.60650079999999,63.90434538279398
2017-03-27,18614700.0,12.5,233.619995,0.79,65.550003,64.65000055,56.74391670564062,65.36167757906698,64.65000055,63.93832352093302
2017-03-28,20080400.0,11.53,235.320007,0.79,65.730003,64.7155006,58.706748630859884,65.408426452809,64.7155006,64.022574747191
2017-03-29,13618400.0,11.42,235.539993,0.79,65.559998,64.74200055,60.53382896954721,65.50778458662772,64.74200055,63.97621651337228
2017-03-30,15122800.0,11.54,236.289993,0.79,65.730003,64.8270004,62.89144159346082,65.62729235831479,64.8270004,64.02670844168522
2017-03-31,21040300.0,12.37,235.740005,0.79,65.68,64.90750045,64.32585754855285,65.78370937787064,64.90750045,64.03129152212937
2017-04-03,20400900.0,12.38,235.330002,0.9,65.529999,64.97150075,59.23030247111844,65.83858940752907,64.97150075,64.10441209247094
2017-04-04,12997400.0,11.79,235.479996,0.9,65.480003,65.03800079999999,61.154480055035016,65.92433241479478,65.03800079999999,64.15166918520521
2017-04-05,21448600.0,12.89,234.779999,0.9,65.230003,65.0665008,58.35326350196742,65.98249373631815,65.0665008,64.15050786368185
2017-04-06,18103500.0,12.39,235.440002,0.9,64.949997,65.11650080000001,60.31108166110849,66.06379155535141,65.11650080000001,64.16921004464861
2017-04-07,14108500.0,12.87,235.199997,0.9,65.480003,65.15400079999999,59.42619358971931,66.12917503350934,65.15400079999999,64.17882656649064
2017-04-10,17952700.0,14.05,235.339996,0.9,65.389999,65.1950008,56.73689180526342,66.16047856883863,65.1950008,64.22952303116138
2017-04-11,18791500.0,15.07,235.059998,0.9,65.040001,65.24850074999999,55.83000089322872,66.14709159595618,65.24850074999999,64.3499099040438
