date,Actual,Predicted,Percentage Difference (%),Abs_Percentage_Diff
2015-03-02,32.272499,20.08731,-37.757188276570645,37.757188276570645
2015-03-03,32.34,19.69712,-39.093628118417115,39.093628118417115
2015-03-04,32.134998,19.904995,-38.058203816911366,38.058203816911366
2015-03-05,31.602501,20.555145,-34.95721979829421,34.95721979829421
2015-03-06,31.65,21.651726,-31.590123952470872,31.590123952470872
2015-03-09,31.785,22.978783,-27.705576045906575,27.705576045906575
2015-03-10,31.127501,21.120163,-32.14950675331377,32.14950675331377
2015-03-11,30.559999,21.046253,-31.13136815107323,31.13136815107323
2015-03-12,31.112499,19.75533,-36.50356041126726,36.50356041126726
2015-03-13,30.897499,19.820618,-35.85041405525654,35.85041405525654
2015-03-16,31.237499,19.563766,-37.37089361894117,37.37089361894117
2015-03-17,31.76,19.99667,-37.03819342164009,37.03819342164009
2015-03-18,32.1175,21.27256,-33.76645093911759,33.76645093911759
2015-03-19,31.875,19.848389,-37.73054534313726,37.73054534313726
2015-03-20,31.475,21.473717,-31.7753241117082,31.7753241117082
2015-03-23,31.8025,19.497086,-38.69322986781208,38.69322986781208
2015-03-24,31.672501,19.498768,-38.436286251018814,38.436286251018814
2015-03-25,30.844999,19.78072,-35.87057740841529,35.87057740841529
2015-03-26,31.059999,19.587353,-36.93704641559858,36.93704641559858
2015-03-27,30.8125,19.230728,-37.58790052928499,37.58790052928499
2015-03-30,31.592501,19.775211,-37.4053629555048,37.4053629555048
2015-03-31,31.1075,19.452747,-37.46605370097018,37.46605370097018
2015-04-01,31.0625,19.322762,-37.79392664581238,37.79392664581238
2015-04-02,31.33,19.51799,-37.70191473889343,37.70191473889343
2015-04-06,31.8375,19.407314,-39.04259348084143,39.04259348084143
2015-04-07,31.502501,19.408298,-38.39124553180193,38.39124553180193
2015-04-08,31.4,19.337666,-38.41507784120596,38.41507784120596
2015-04-09,31.639999,19.420143,-38.62154316932372,38.62154316932372
2015-04-10,31.775,19.573235,-38.400520666859265,38.400520666859265
2015-04-13,31.7125,19.421173,-38.75861853936736,38.75861853936736
2015-04-14,31.575001,20.220238,-35.96124436564992,35.96124436564992
2015-04-15,31.695,19.813679,-37.486421386795776,37.486421386795776
2015-04-16,31.5425,19.799583,-37.22887077733663,37.22887077733663
2015-04-17,31.1875,19.877148,-36.2656587589241,36.2656587589241
2015-04-20,31.9,19.813053,-37.890115576478,37.890115576478
2015-04-21,31.727501,19.515781,-38.48938369716578,38.48938369716578
2015-04-22,32.154999,19.527023,-39.272200520268434,39.272200520268434
2015-04-23,32.4175,19.921879,-38.54591250189784,38.54591250189784
2015-04-24,32.57,19.872059,-38.986616922295966,38.986616922295966
2015-04-27,33.162498,23.80503,-28.21701542883197,28.21701542883197
2015-04-28,32.639999,26.061329,-20.15523993141222,20.15523993141222
2015-04-29,32.16,21.123817,-34.31648804773738,34.31648804773738
2015-04-30,31.2875,22.53611,-27.97088318236866,27.97088318236866
2015-05-01,32.237499,20.686134,-35.83207450931939,35.83207450931939
2015-05-04,32.174999,20.154018,-37.36124622070817,37.36124622070817
2015-05-05,31.450001,19.94571,-36.57962291156803,36.57962291156803
2015-05-06,31.252501,21.626514,-30.800691967614195,30.800691967614195
2015-05-07,31.315001,19.765839,-36.880606764001456,36.880606764001456
2015-05-08,31.905001,20.50341,-35.73606112923968,35.73606112923968
2015-05-11,31.58,19.758461,-37.433625717114765,37.433625717114765
2015-05-12,31.467501,19.927238,-36.67359074889528,36.67359074889528
2015-05-13,31.502501,19.454124,-38.24577784892826,38.24577784892826
2015-05-14,32.237499,19.958858,-38.08806790504985,38.08806790504985
2015-05-15,32.192501,19.66669,-38.909093063580194,38.909093063580194
2015-05-18,32.547501,20.303814,-37.617902110745234,37.617902110745234
2015-05-19,32.517502,20.036678,-38.38186489783568,38.38186489783568
2015-05-20,32.514999,19.711277,-39.37789446631495,39.37789446631495
2015-05-21,32.8475,19.862621,-39.530797450725174,39.530797450725174
2015-05-22,33.134998,20.049591,-39.49119579106924,39.49119579106924
2015-05-26,32.404999,21.733986,-32.930144818461784,32.930144818461784
2015-05-27,33.009998,20.129665,-39.01948926275046,39.01948926275046
2015-05-28,32.945,20.028645,-39.205814048360665,39.205814048360665
2015-05-29,32.57,20.212437,-37.941551501303685,37.941551501303685
2015-06-01,32.634998,19.968884,-38.81144557016889,38.81144557016889
2015-06-02,32.490002,19.857952,-38.879806415770844,38.879806415770844
2015-06-03,32.529999,20.025055,-38.441267915069325,38.441267915069325
2015-06-04,32.34,19.726189,-39.003745641100906,39.003745641100906
2015-06-05,32.162498,19.558975,-39.18701457913324,39.18701457913324
2015-06-08,31.950001,20.16645,-36.88122106635214,36.88122106635214
2015-06-09,31.855,20.37313,-36.04416638411602,36.04416638411602
2015-06-10,32.220001,19.708267,-38.83219552999375,38.83219552999375
2015-06-11,32.147499,19.597294,-39.03944486082801,39.03944486082801
2015-06-12,31.7925,19.566032,-38.45708135671001,38.45708135671001
2015-06-15,31.73,19.87539,-37.36089158802051,37.36089158802051
2015-06-16,31.9,20.026543,-37.220869393184266,37.220869393184266
2015-06-17,31.825001,19.857304,-37.60470386352929,37.60470386352929
2015-06-18,31.969999,19.733932,-38.27359051491623,38.27359051491623
2015-06-19,31.65,20.458065,-35.361563876906835,35.361563876906835
2015-06-22,31.9025,19.597805,-38.5696888231538,38.5696888231538
2015-06-23,31.7575,19.738453,-37.84632634377091,37.84632634377091
2015-06-24,32.0275,20.457447,-36.12537022245898,36.12537022245898
2015-06-25,31.875,19.801678,-37.87708955652573,37.87708955652573
2015-06-26,31.6875,19.848446,-37.36190645417283,37.36190645417283
2015-06-29,31.1325,20.001865,-35.75246001136147,35.75246001136147
2015-06-30,31.3575,19.841244,-36.725683667714314,36.725683667714314
2015-07-01,31.65,20.174824,-36.256481007942085,36.256481007942085
2015-07-02,31.610001,20.552128,-34.982198076694885,34.982198076694885
2015-07-06,31.5,20.444393,-35.09716457790798,35.09716457790798
2015-07-07,31.422501,19.952724,-36.50179386807209,36.50179386807209
2015-07-08,30.6425,20.618061,-32.714168016076265,32.714168016076265
2015-07-09,30.0175,22.074059,-26.46270164832233,26.46270164832233
2015-07-10,30.82,20.764038,-32.62803995477774,32.62803995477774
2015-07-13,31.415001,19.653618,-37.438748262695526,37.438748262695526
2015-07-14,31.4025,19.689697,-37.29894987461189,37.29894987461189
2015-07-15,31.705,19.53199,-38.39460636723062,38.39460636723062
2015-07-16,32.127499,19.653393,-38.826882255142095,38.826882255142095
2015-07-17,32.404999,20.06277,-38.08742026652782,38.08742026652782
2015-07-20,33.017502,20.970234,-36.487521323580665,36.487521323580665
2015-07-21,32.6875,22.304749,-31.763675609464627,31.763675609464627
2015-07-22,31.305,25.453793,-18.69096766643832,18.69096766643832
2015-07-23,31.290001,20.05677,-35.90038451993967,35.90038451993967
2015-07-24,31.125,19.589172,-37.06290003765061,37.06290003765061
2015-07-27,30.692499,19.723713,-35.737676749154325,35.737676749154325
2015-07-28,30.844999,19.465263,-36.89329227503227,36.89329227503227
2015-07-29,30.747499,19.60056,-36.253159209407116,36.253159209407116
2015-07-30,30.592501,19.43533,-36.470282579198546,36.470282579198546
2015-07-31,30.325001,19.752182,-34.865024384217044,34.865024384217044
2015-08-03,29.610001,21.527248,-27.297373672603527,27.297373672603527
2015-08-04,28.66,26.225533,-8.494303797144868,8.494303797144868
2015-08-05,28.85,23.885597,-17.207635254752496,17.207635254752496
2015-08-06,28.782499,20.075947,-30.24946580259995,30.24946580259995
2015-08-07,28.879999,19.403656,-32.812823138050064,32.812823138050064
2015-08-10,29.93,20.396873,-31.85140837246544,31.85140837246544
2015-08-11,28.372499,23.627655,-16.7233910932665,16.7233910932665
2015-08-12,28.809999,23.995277,-16.711981125771107,16.711981125771107
2015-08-13,28.7875,19.899582,-30.87422697636236,30.87422697636236
2015-08-14,28.99,19.77916,-31.772474833051263,31.772474833051263
2015-08-17,29.290001,19.875973,-32.14075770156944,32.14075770156944
2015-08-18,29.125,19.620499,-32.633481005230685,32.633481005230685
2015-08-19,28.752501,20.037949,-30.308849973091252,30.308849973091252
2015-08-20,28.1625,21.19926,-24.725217180044666,24.725217180044666
2015-08-21,26.440001,28.409557,7.449153812548261,7.449153812548261
2015-08-24,25.780001,35.692173,38.44907532839271,38.44907532839271
2015-08-25,25.934999,25.649734,-1.099921009943701,1.099921009943701
2015-08-26,27.422501,23.99171,-12.510858645453979,12.510858645453979
2015-08-27,28.23,22.45065,-20.472372435442406,20.472372435442406
2015-08-28,28.3225,20.230713,-28.570172510812963,28.570172510812963
2015-08-31,28.190001,20.363491,-27.76342555521864,27.76342555521864
2015-09-01,26.93,21.370003,-20.64610937028581,20.64610937028581
2015-09-02,28.084999,20.234169,-27.953819737192596,27.953819737192596
2015-09-03,27.592501,19.7449,-28.44106538310586,28.44106538310586
2015-09-04,27.317499,19.477184,-28.70070464483482,28.70070464483482
2015-09-08,28.077499,19.928604,-29.022865868585505,29.022865868585505
2015-09-09,27.5375,21.991787,-20.138767292647813,20.138767292647813
2015-09-10,28.1425,20.25116,-28.040651441880605,28.040651441880605
2015-09-11,28.5525,19.567924,-31.466861047152715,31.466861047152715
2015-09-14,28.827499,19.919956,-30.899464406276135,30.899464406276135
2015-09-15,29.07,19.455803,-33.07257338328012,33.07257338328012
2015-09-16,29.102501,19.844803,-31.810661714450887,31.810661714450887
2015-09-17,28.48,20.552837,-27.834138441621587,27.834138441621587
2015-09-18,28.362499,21.005524,-25.939094148083967,25.939094148083967
2015-09-21,28.8025,19.303082,-32.981229016747946,32.981229016747946
2015-09-22,28.35,19.26566,-32.0435296921503,32.0435296921503
2015-09-23,28.58,19.511341,-31.73078693152308,31.73078693152308
2015-09-24,28.75,19.266415,-32.98638385275136,32.98638385275136
2015-09-25,28.6775,19.496609,-32.0142664662859,32.0142664662859
2015-09-28,28.110001,19.165157,-31.82085863990103,31.82085863990103
2015-09-29,27.264999,20.505253,-24.792761451651746,24.792761451651746
2015-09-30,27.575001,20.146908,-26.93778032357466,26.93778032357466
2015-10-01,27.395,19.83305,-27.60339560441715,27.60339560441715
2015-10-02,27.594999,19.532707,-29.216496023951777,29.216496023951777
2015-10-05,27.695,19.424782,-29.86177360781222,29.86177360781222
2015-10-06,27.827499,19.196068,-31.017631839431225,31.017631839431225
2015-10-07,27.695,19.23291,-30.55457607420112,30.55457607420112
2015-10-08,27.375,20.235363,-26.08086572934503,26.08086572934503
2015-10-09,28.030001,19.54932,-30.255727707796847,30.255727707796847
2015-10-12,27.9,19.399952,-30.46612209743923,30.46612209743923
2015-10-13,27.9475,19.347729,-30.77116475803544,30.77116475803544
2015-10-14,27.5525,19.055073,-30.840857329012504,30.840857329012504
2015-10-15,27.965,18.989517,-32.095414940411004,32.095414940411004
2015-10-16,27.76,18.948822,-31.74055467764995,31.74055467764995
2015-10-19,27.932501,19.355923,-30.70465584526566,30.70465584526566
2015-10-20,28.442499,19.45316,-31.605308899631535,31.605308899631535
2015-10-21,28.440001,19.079529,-32.913051555118614,32.913051555118614
2015-10-22,28.875,19.224579,-33.421371922348484,33.421371922348484
2015-10-23,29.77,20.502132,-31.13156729670311,31.13156729670311
2015-10-26,28.82,21.012676,-27.089950593290524,27.089950593290524
2015-10-27,28.637501,21.23296,-25.8561012453061,25.8561012453061
2015-10-28,29.817499,22.703945,-23.85697687149379,23.85697687149379
2015-10-29,30.1325,20.030434,-33.52548359815762,33.52548359815762
2015-10-30,29.875,19.896557,-33.40064651297725,33.40064651297725
2015-11-02,30.295,19.754341,-34.79339453544057,34.79339453544057
2015-11-03,30.6425,20.092155,-34.43043010021059,34.43043010021059
2015-11-04,30.5,20.089195,-34.133786060771,34.133786060771
2015-11-05,30.23,19.81874,-34.44015598833423,34.44015598833423
2015-11-06,30.264999,19.735954,-34.789509543126144,34.789509543126144
2015-11-09,30.1425,19.925812,-33.89462795860288,33.89462795860288
2015-11-10,29.192499,20.66373,-29.21561589729646,29.21561589729646
2015-11-11,29.0275,19.807358,-31.763473299161355,31.763473299161355
2015-11-12,28.93,20.016342,-30.811122837587497,30.811122837587497
2015-11-13,28.084999,19.601051,-30.208110989904586,30.208110989904586
2015-11-16,28.545,19.547699,-31.51970931998818,31.51970931998818
2015-11-17,28.422501,20.585377,-27.57366165805763,27.57366165805763
2015-11-18,29.3225,20.034489,-31.67537325269498,31.67537325269498
2015-11-19,29.695,19.923737,-32.90541649346481,32.90541649346481
2015-11-20,29.825001,19.72704,-33.8573724200103,33.8573724200103
2015-11-23,29.4375,19.89869,-32.403603329020704,32.403603329020704
2015-11-24,29.719999,19.904781,-33.02563253265004,33.02563253265004
2015-11-25,29.5075,21.173996,-28.2419860317557,28.2419860317557
2015-11-27,29.452499,23.302937,-20.87959478767802,20.87959478767802
2015-11-30,29.575001,19.68724,-33.432832003671145,33.432832003671145
2015-12-01,29.334999,19.985435,-31.871702174457738,31.871702174457738
2015-12-02,29.07,20.018833,-31.135764842103917,31.135764842103917
2015-12-03,28.799999,20.018032,-30.49294177414864,30.49294177414864
2015-12-04,29.7575,20.952553,-29.58900177968527,29.58900177968527
2015-12-07,29.57,20.126514,-31.936035053045476,31.936035053045476
2015-12-08,29.557501,20.16446,-31.778876608967632,31.778876608967632
2015-12-09,28.905001,20.36261,-29.55333278389698,29.55333278389698
2015-12-10,29.0425,20.85799,-28.181147405035457,28.181147405035457
2015-12-11,28.295,20.474377,-27.639594704128662,27.639594704128662
2015-12-14,28.120001,21.253944,-24.416985628938427,24.416985628938427
2015-12-15,27.622499,20.699356,-25.06341993495389,25.06341993495389
2015-12-16,27.834999,20.842846,-25.120004794151253,25.120004794151253
2015-12-17,27.245001,20.157757,-26.01300765076161,26.01300765076161
2015-12-18,26.5075,23.375538,-11.815381034369695,11.815381034369695
2015-12-21,26.8325,19.879646,-25.912060742496855,25.912060742496855
2015-12-22,26.807501,19.593792,-26.90929318003225,26.90929318003225
2015-12-23,27.1525,19.656487,-27.60708402088033,27.60708402088033
2015-12-24,27.0075,22.89532,-15.226063529264152,15.226063529264152
2015-12-28,26.705,20.40474,-23.59206373382208,23.59206373382208
2015-12-29,27.184999,20.082664,-26.125932578676597,26.125932578676597
2015-12-30,26.83,20.901394,-22.096929219601712,22.096929219601712
2015-12-31,26.315001,19.904278,-24.361478072854062,24.361478072854062
2016-01-04,26.3375,21.460983,-18.5154882719803,18.5154882719803
2016-01-05,25.6775,20.59513,-19.793083748767764,19.793083748767764
2016-01-06,25.174999,21.266434,-15.525582678989133,15.525582678989133
2016-01-07,24.112499,22.010391,-8.71791747777133,8.71791747777133
2016-01-08,24.24,21.114655,-12.893339352245766,12.893339352245766
2016-01-11,24.6325,19.823437,-19.52324474957659,19.52324474957659
2016-01-12,24.99,19.814701,-20.709479470499133,20.709479470499133
2016-01-13,24.3475,20.081066,-17.523088072320377,17.523088072320377
2016-01-14,24.879999,20.332115,-18.279276565325254,18.279276565325254
