iter	RMSE
440	0.6487030777
441	0.6481027746
442	0.6465611697
443	0.6457581395
444	0.6449281191
445	0.6438294971
446	0.6429938598
447	0.6416707829
448	0.6412122265
449	0.6403299705
450	0.6393725272
451	0.6385576093
452	0.6376279937
453	0.6373241417
454	0.6364163053
455	0.6354820976
456	0.6346571406
457	0.6341192891
458	0.6335831853
459	0.632917216
460	0.6323708886
461	0.6319530827
462	0.6312410181
463	0.6307880461
464	0.6299423403
465	0.6290877521
466	0.6287074346
467	0.6282138569
468	0.627750875
469	0.6273130505
470	0.6268293086
471	0.6266795193
472	0.6257595104
473	0.6252756181
474	0.6249299669
475	0.6238748473
476	0.6236588845
477	0.6229682865
478	0.6224678712
479	0.6219141869
480	0.621688159
481	0.6209256482
482	0.6205180236
483	0.6199835013
484	0.6194878058
485	0.6193647205
486	0.6186098621
487	0.6181468856
488	0.6174324222
489	0.6164324141
490	0.6161089031
491	0.615377465
492	0.6149902456
493	0.6142514734
494	0.6132311092
495	0.6127355689
496	0.6124791265
497	0.6118398538
498	0.6114221167
499	0.610954419
500	0.6099580615
501	0.60949763
502	0.6088277217
503	0.6083903979
504	0.6080731801
505	0.6075555859
506	0.6068480165
507	0.6061791022
508	0.6051038763
509	0.6044853043
510	0.6042740035
511	0.6040833654
512	0.6036161026
513	0.6031102367
514	0.6024282998
515	0.601771253
516	0.6012572147
517	0.6011464617
518	0.6004506975
519	0.6001484402
520	0.5995542907
521	0.599179857
522	0.598795441
523	0.598323073
524	0.5976995418
525	0.5973659105
526	0.5969562038
527	0.5964885832
528	0.5960457424
529	0.5958700043
530	0.595083145
531	0.5942019589
532	0.5935786199
533	0.5932583032
534	0.5925153905
535	0.5921424916
536	0.5915448761
537	0.5910182259
538	0.5905783022
539	0.5904355822
540	0.590263792
541	0.5896009397
542	0.5894692084
543	0.5890143759
544	0.5884307604
545	0.5876587247
546	0.587497647
547	0.587123404
548	0.5865495492
549	0.5856358406
550	0.585215102
551	0.584989291
552	0.5843176759
553	0.5838832628
554	0.5834625494
555	0.5830587863
556	0.5824622618
557	0.5819520751
558	0.5814283655
559	0.5811840387
560	0.5804747248
561	0.5799964878
562	0.5795605479
563	0.5794361376
564	0.5789198314
565	0.5783499431
566	0.5777734841
567	0.577497939
568	0.5769113315
569	0.5766298531
570	0.5757262619
571	0.5748514182
572	0.5743898749
573	0.5740344757
574	0.5734136069
575	0.5728119078
576	0.5724700305
577	0.5716119815
578	0.5712799555
579	0.5709260596
580	0.5704901305
581	0.5698993206
582	0.5697977594
583	0.5695455561
584	0.5693288162
585	0.5686399674
586	0.5681698563
587	0.568014461
588	0.5678101958
589	0.5672672084
590	0.5667574569
591	0.5663966724
592	0.5661656802
593	0.5658812885
594	0.5653717296
595	0.5651627026
596	0.5649288744
597	0.5645343012
598	0.5640970966
599	0.5638964411
600	0.5629079591
601	0.5624680903
602	0.5620704305
603	0.5618019425
604	0.5616749031
605	0.5609183257
606	0.5607059303
607	0.5601689662
608	0.5600055186
609	0.5586640967
610	0.558333259
611	0.5580672845
612	0.5578300844
613	0.557496787
614	0.5570821107
615	0.5566903296
616	0.5559778982
617	0.5553204102
618	0.5548666626
619	0.554533632
620	0.5540779285
621	0.5536459278
622	0.5534025976
623	0.5531573743
624	0.5526539974
625	0.5524611034
626	0.551786601
627	0.5515134079
628	0.551115617
629	0.5508911451
630	0.5504009496
631	0.5501100429
632	0.5496808104
633	0.549166756
634	0.5490174336
635	0.5485092469
636	0.5481262187
637	0.5475706397
638	0.547086655
639	0.5463383576
640	0.5461632855
641	0.545428893
642	0.5451784477
643	0.5443963547
644	0.5439630574
645	0.5435682665
646	0.5432117113
647	0.5427731607
648	0.5426402067
649	0.5424275846
650	0.5416920624
651	0.5414001161
652	0.5411854768
653	0.5407870283
654	0.5403079947
655	0.5398797024
656	0.5393062555
657	0.539096454
658	0.5387343704
659	0.5382530082
660	0.5376355003
661	0.5373163229
662	0.5370891806
663	0.5367706854
664	0.536530241
665	0.536058166
666	0.5352093306
667	0.5349200516
668	0.5341672798
669	0.5338076268
670	0.533181372
671	0.5327661171
672	0.5323036382
673	0.531112223
674	0.5308427561
675	0.5305373261
676	0.5300342165
677	0.529731348
678	0.5295933
679	0.5293633198
680	0.5290091262
681	0.528829873
682	0.5284156535
683	0.5282935728
684	0.5279564925
685	0.5276628826
686	0.5273466834
687	0.52692373
688	0.5262799885
689	0.5259582768
690	0.5254511273
691	0.5250050196
692	0.5248256825
693	0.5244840294
694	0.5241646073
695	0.5237180008
696	0.5225004738
697	0.5223112848
698	0.5218645222
699	0.5214691122
700	0.5211216652
701	0.5207466031
702	0.5201503307
703	0.5197767318
704	0.5195964032
705	0.5193896784
706	0.5191537103
707	0.5187305372
708	0.5184934422
709	0.5180662538
710	0.5172943449
711	0.5170528243
712	0.5168606794
713	0.5166048641
714	0.5161920574
715	0.5159886585
716	0.5153813309
717	0.5151270937
718	0.5149955951
719	0.5148505369
720	0.51397897
721	0.5135917252
722	0.5130902108
723	0.5129091664
724	0.5127332177
725	0.5123767173
726	0.5119500425
727	0.5116387499
728	0.5113131511
729	0.5109239729
730	0.5104699921
731	0.5101010089
732	0.5097297378
733	0.5090999743
734	0.5087481871
735	0.5083484112
736	0.5080043031
737	0.5079517114
738	0.5077946291
739	0.5065765391
740	0.50578106
741	0.5053660929
742	0.5050961281
743	0.5047026006
744	0.5044257384
745	0.5040926622
746	0.5035831494
747	0.5034568487
748	0.5030262946
749	0.502573303
750	0.5022860266
751	0.5019477509
752	0.5018274619
753	0.5013647415
754	0.5003327085
755	0.5000229899
756	0.4995255652
757	0.4991635567
758	0.4988740844
759	0.4987261637
760	0.4983832426
761	0.4980883637
762	0.497638693
763	0.4973106802
764	0.4968746147
765	0.4964101586
766	0.4961369956
767	0.4959222468
768	0.4957734718
769	0.4953697801
770	0.495137698
771	0.4948369757
772	0.4947751496
773	0.4943731061
774	0.4940480004
775	0.493871834
776	0.4936110765
777	0.4927045722
778	0.4923250261
779	0.4914725151
780	0.4911105994
781	0.4905175018
782	0.4903460804
783	0.4902012942
784	0.4898734416
785	0.4895877089
786	0.4887315488
787	0.4879361053
788	0.4871186171
789	0.4868039946
790	0.4865130435
791	0.4861451902
792	0.4859147123
793	0.485569609
794	0.4854932139
795	0.4852241579
796	0.4850550927
797	0.484596003
798	0.4842384324
799	0.4839589734
800	0.4836570228
801	0.4833176191
802	0.4828332527
803	0.4821937224
804	0.4820473581
805	0.4816799725
806	0.4816293356
807	0.4814678087
808	0.4811573468
809	0.4809816403
810	0.4805907945
811	0.4796644456
812	0.4795371972
813	0.4787329539
814	0.4785464193
815	0.4782282707
816	0.4778325409
817	0.4774954967
818	0.4770392842
819	0.4769108511
820	0.4767607492
821	0.4765699649
822	0.4764456934
823	0.4755405244
824	0.4751598036
825	0.4745660834
826	0.4744077294
827	0.4742962885
828	0.4740126356
829	0.4737015548
830	0.4735741452
831	0.4731345465
832	0.4730342128
833	0.47266671
834	0.4723169553
835	0.472024618
836	0.4718872201
837	0.4717597548
838	0.471115815
839	0.4708279531
840	0.4703811852
841	0.469797661
842	0.4696444816
843	0.4694796152
844	0.4687817562
845	0.4683476063
846	0.4681551371
847	0.467915888
848	0.4674991003
849	0.4672844369
850	0.4669704991
851	0.466525047
852	0.4661586823
853	0.4659568432
854	0.4656893828
855	0.4651696316
856	0.4650458694
857	0.4648897579
858	0.4647880459
859	0.4643667316
860	0.4638679019
861	0.4636886988
862	0.463533988
863	0.4629299461
864	0.4626933118
865	0.4624387606
866	0.4622485238
867	0.4617864812
868	0.46150459
869	0.4612472284
870	0.460679348
871	0.4597080686
872	0.4589285174
873	0.4587714515
874	0.4585883755
875	0.4582357307
876	0.4576531254
877	0.4568670225
878	0.4565252904
879	0.4563955942
880	0.4562433778
881	0.4559793701
882	0.4554670045
883	0.455300615
884	0.4551313295
885	0.454964983
886	0.4545408578
887	0.4540667895
888	0.4538472685
889	0.4535402018
890	0.4531552275
891	0.4529796533
892	0.4524092503
893	0.4518671836
894	0.4516965593
895	0.4515529132
896	0.4514127276
897	0.4511625029
898	0.4510399037
899	0.4507308311
900	0.4506266718
901	0.4503367811
902	0.4499377313
903	0.4494699419
904	0.4492832782
905	0.4489142688
906	0.4484997886
907	0.4483340088
908	0.4480188787
909	0.4474419896
910	0.4470451748
911	0.4466799112
912	0.4464297823
913	0.445943864
914	0.4456203642
915	0.4453692454
916	0.445174626
917	0.444839301
918	0.4447010303
919	0.4443642515
920	0.4440262957
921	0.4436827937
922	0.4434639246
923	0.4430410258
924	0.4429741509
925	0.4425926728
926	0.4423914537
927	0.4423057835
928	0.4420022661
929	0.4416576012
930	0.4413421464
931	0.4409650066
932	0.4408247137
933	0.4404344865
934	0.440187088
935	0.4400575383
936	0.4397966774
937	0.4396945255
938	0.4395813107
939	0.4394391415
940	0.4391728661
941	0.4386625752
942	0.4385380386
943	0.4380778152
944	0.4376699983
945	0.4370955101
946	0.4369656892
947	0.4366069346
948	0.4362959583
949	0.4358772247
950	0.4355260009
951	0.4353485437
952	0.4349788591
953	0.434717191
954	0.4344968455
955	0.4343868304
956	0.4342346539
957	0.4341019893
958	0.4338279328
959	0.4335027609
960	0.4333101019
961	0.4328926063
962	0.432727681
963	0.4326132663
964	0.432454689
965	0.4322549504
966	0.4320437733
967	0.431855097
968	0.4310797516
969	0.4308239489
970	0.4306356441
971	0.4305322708
972	0.4301783055
973	0.429761308
974	0.4296388532
975	0.4295003948
976	0.4291273681
977	0.4288370171
978	0.4285865357
979	0.4282516177
980	0.428036226
981	0.4276374963
982	0.4275053478
983	0.4271681667
984	0.4270260421
985	0.4268512088
986	0.4267409032
987	0.426671831
988	0.4265030553
989	0.4255587777
990	0.4254272365
991	0.4251755487
992	0.4248326818
993	0.4239914547
994	0.4238372566
995	0.4230976819
996	0.4229054917
997	0.4225205502
998	0.422399404
999	0.4221462491
