,Volume,Fear_index,SPY_index,FEDFUNDS,Target,MA,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER
2020-01-23,27024000.0,12.98,331.720001,1.55,72.792,70.492175,81.58666344772263,75.74096175626485,70.492175,65.24338824373515
2020-01-24,35692000.0,14.56,328.769989,1.55,71.711502,70.80005009999999,70.41054034448263,75.95177734698544,70.80005009999999,65.64832285301455
2020-01-27,35104000.0,18.23,323.5,1.55,74.296997,70.98380024999999,56.65750351125361,75.97776191884552,70.98380024999999,65.98983858115446
2020-01-28,31548000.0,16.280001,326.890015,1.55,72.3535,71.23547525000001,61.288641377118964,76.0128906016149,71.23547525000001,66.45805989838512
2020-01-29,21554000.0,16.389999,326.619995,1.55,72.411499,71.54170045000001,62.68540321547877,75.88977185837166,71.54170045000001,67.19362904162836
2020-01-30,26788000.0,15.49,327.679993,1.55,73.811501,71.83875055,61.585474302429986,75.61117062680714,71.83875055,68.06633047319286
2020-01-31,48344000.0,18.84,321.730011,1.55,73.961502,72.00590064999999,53.722615984022525,75.4090802179494,72.00590064999999,68.60272108205058
2020-02-03,60736000.0,17.969999,324.119995,1.58,75.433998,72.31910065000001,65.17900504930371,75.31087964332976,72.31910065000001,69.32732165667026
2020-02-04,78660000.0,16.049999,329.059998,1.58,75.439499,72.4512505,54.297611149218305,75.17978017141482,72.4512505,69.72272082858518
2020-02-05,39724000.0,15.15,332.859985,1.58,75.913498,72.58847545,54.54151188313634,74.98303366192704,72.58847545,70.19391723807297
2020-02-06,33588000.0,14.96,333.980011,1.58,75.733002,72.76825034999999,60.07962309706397,74.94259131829854,72.76825034999999,70.59390938170144
2020-02-07,23446000.0,15.47,332.200012,1.58,76.037003,72.9167504,60.63301025164655,74.9831645084448,72.9167504,70.8503362915552
2020-02-10,28398000.0,15.04,334.679993,1.58,75.983498,73.1141251,65.66476149117315,75.35229233856556,73.1141251,70.87595786143443
2020-02-11,26892000.0,15.18,335.26001,1.58,76.334503,73.28802495,65.6824086972625,75.68401350104637,73.28802495,70.89203639895362
2020-02-12,23352000.0,13.74,337.420013,1.58,75.907501,73.5064999,67.24461731962893,76.02654465925129,73.5064999,70.9864551407487
2020-02-13,18590000.0,14.15,337.059998,1.58,74.255501,73.69515005,66.0123017134308,76.29147703174675,73.69515005,71.09882306825324
2020-02-14,23956000.0,13.68,337.600006,1.58,71.079498,73.86775025,67.10569706553115,76.60829817203083,73.86775025,71.12720232796917
2020-02-18,22414000.0,14.83,336.730011,1.58,69.422501,73.96595010000001,66.69899274678372,76.86552756022287,73.96595010000001,71.06637263977716
2020-02-19,18986000.0,14.38,338.339996,1.58,69.658997,74.07167519999999,68.0663185175394,77.15841440682824,74.07167519999999,70.98493599317173
2020-02-20,21932000.0,15.56,336.950012,1.58,65.904503,74.1521752,64.59181005313474,77.34583533411475,74.1521752,70.95851506588525
2020-02-21,34634000.0,17.08,333.480011,1.58,66.966499,74.1483254,53.26370426602175,77.34125584242567,74.1483254,70.95539495757434
2020-02-24,57342000.0,25.030001,322.420013,1.58,69.455498,74.03552515,39.075200481466766,77.49743415416606,74.03552515,70.57361614583394
2020-02-25,49566000.0,27.85,312.649994,1.58,67.069504,73.92190020000001,33.98822932416476,77.8279437635806,73.92190020000001,70.01585663641941
2020-02-26,44048000.0,27.559999,311.5,1.58,69.325996,73.77345015,35.28320561870865,78.09058857761872,73.77345015,69.45631172238129
2020-02-27,59566000.0,39.16,297.51001,1.58,65.952003,73.42210014999999,26.421608711514608,78.9902713089204,73.42210014999999,67.85392899107958
2020-02-28,75782000.0,40.110001,296.26001,1.58,64.920502,73.13082510000001,31.650788948464225,79.40277526553794,73.13082510000001,66.85887493446208
2020-03-02,48630000.0,33.419998,309.089996,0.65,60.778,73.0180249,42.046404956783874,79.4758480333478,73.0180249,66.5602017666522
2020-03-03,48046000.0,36.82,300.23999,0.65,64.019501,72.65665025,36.340359227902155,79.6034984821806,72.65665025,65.7098020178194
2020-03-04,38266000.0,31.99,312.859985,0.65,60.7705,72.50527505,44.0706414828288,79.61008284176265,72.50527505,65.40046725823734
2020-03-05,51226000.0,39.619999,302.459991,0.65,55.745499,72.18230025,36.86267056830931,79.86854526485801,72.18230025,64.49605523514198
2020-03-06,53212000.0,41.939999,297.459991,0.65,60.9865,71.7377503,34.97909774379076,80.03168146255933,71.7377503,63.44381913744068
2020-03-09,67308000.0,54.459999,274.230011,0.65,54.216499,71.0785752,28.648135305367745,80.6287746013897,71.0785752,61.52837579861031
2020-03-10,52228000.0,47.299999,288.420013,0.65,55.990002,70.50785035,38.09060897419611,80.32272895435038,70.50785035,60.692971745649615
2020-03-11,52170000.0,53.900002,274.359985,0.65,54.84,69.77440039999999,33.329600719208315,80.21029096482373,69.77440039999999,59.338509835176254
2020-03-12,84534000.0,75.470001,248.110001,0.65,55.7645,68.76600045,27.586476138628413,80.51868213636679,68.76600045,57.01331876363323
2020-03-13,74002000.0,57.830002,269.320007,0.65,53.616001,68.02867535,39.32901362519707,79.7912816042734,68.02867535,56.26606909572661
2020-03-16,85048000.0,82.690002,239.850006,0.65,52.831001,66.93765015,32.09011193214869,79.58710187121689,66.93765015,54.288198428783105
2020-03-17,77230000.0,75.910004,252.800003,0.65,56.723,65.93797535,35.44235265457594,78.73663999745762,65.93797535,53.13931070254239
2020-03-18,84668000.0,76.449997,240.0,0.65,55.1245,64.86325020000001,34.26133125133609,77.59575494661341,64.86325020000001,52.1307454533866
2020-03-19,73022000.0,72.0,240.509995,0.65,58.087502,63.856100149999996,36.10463779705342,76.08702705326179,63.856100149999996,51.6251732467382
2020-03-20,72036000.0,66.040001,228.800003,0.65,55.5355,62.82412515000001,33.73709790488812,74.84158276611468,62.82412515000001,50.80666753388533
2020-03-23,80882000.0,61.59,222.949997,0.65,57.341,61.91170029999999,32.88850836530284,74.06036349813901,61.91170029999999,49.763037101860974
2020-03-24,66890000.0,61.669998,243.149994,0.65,58.140499,61.276725250000005,40.83446991254292,73.09552562103494,61.276725250000005,49.45792487896507
2020-03-25,81630000.0,63.950001,246.789993,0.65,55.280998,60.5500004,38.80242616947435,71.9796388451084,60.5500004,49.12036195489161
2020-03-26,71434000.0,61.0,261.200012,0.65,56.042,60.159150350000004,44.33227884263366,71.34995429297427,60.159150350000004,48.968346407025734
2020-03-27,64170000.0,65.540001,253.419998,0.65,54.894001,59.5876004,40.90397999671909,70.47812454027824,59.5876004,48.697076259721754
2020-03-30,51482000.0,57.080002,261.649994,0.65,59.346001,58.9818755,44.19215579519058,68.8622170502546,58.9818755,49.1015339497454
2020-03-31,49728000.0,53.540001,257.75,0.65,59.3255,58.53542525,45.634682428555806,67.65466207872473,58.53542525,49.41618842127527
2020-04-01,46884000.0,57.060001,246.149994,0.05,60.514,57.83317535,41.50266980073045,65.50134692621847,57.83317535,50.16500377378152
2020-04-02,39298000.0,50.91,251.830002,0.05,60.572498,57.3376752,42.98231110526701,64.01342237335405,57.3376752,50.661928026645946
2020-04-03,46268000.0,46.799999,248.190002,0.05,60.877998,56.83635015,41.28578201461536,62.55119410392036,56.83635015,51.12150619607964
2020-04-06,53294000.0,45.240002,264.859985,0.05,63.461498,56.7647502,49.59472642172696,62.30487293331626,56.7647502,51.22462746668374
2020-04-07,47746000.0,46.700001,265.130005,0.05,63.123501,56.53005015,49.559945749789975,61.086500929988766,56.53005015,51.973599370011236
2020-04-08,39502000.0,43.349998,274.029999,0.05,63.1735,56.51722515,51.67575434126782,61.02460061435398,56.51722515,52.009849685646024
2020-04-09,43508000.0,41.669998,278.200012,0.05,64.162498,56.758575099999995,51.782962508118594,61.59675092324902,56.758575099999995,51.92039927675097
2020-04-13,34796000.0,41.169998,275.660004,0.05,63.330502,56.753150000000005,52.37716289625761,61.57156746446832,56.753150000000005,51.93473253553169
2020-04-14,49408000.0,37.759998,283.790009,0.05,60.817001,57.21539994999999,57.18261728311774,62.732364826142344,57.21539994999999,51.69843507385764
2020-04-15,33434000.0,40.84,277.76001,0.05,63.1605,57.5720749,56.38104738927075,63.64938384988703,57.5720749,51.49476595011296
2020-04-16,50362000.0,40.110001,279.100006,0.05,63.815498,57.988749899999995,56.47823636606624,64.41033140913964,57.988749899999995,51.567168390860346
2020-04-17,38980000.0,38.150002,286.640015,0.05,63.9655,58.4086498,58.45033261390934,65.29900809161136,58.4086498,51.51829150838864
2020-04-20,33910000.0,43.830002,281.589996,0.05,63.793999,58.89437485,56.14546078605282,65.7316180257674,58.89437485,52.0571316742326
2020-04-21,43060000.0,45.41,273.040009,0.05,61.683498,59.29367485,49.76142765888397,65.5478637911404,59.29367485,53.039485908859604
2020-04-22,41848000.0,41.98,279.100006,0.05,67.073997,59.615549849999994,54.90940728218071,65.97442386441635,59.615549849999994,53.256675835583636
2020-04-23,31324000.0,41.380001,279.079987,0.05,67.432999,60.05009975,56.25853401798215,66.30370397171836,60.05009975,53.79649552828164
2020-04-24,32792000.0,35.93,282.970001,0.05,66.030502,60.34399965,56.578946129332266,66.75963783926665,60.34399965,53.928361460733356
2020-04-27,32012000.0,33.290001,287.049988,0.05,66.339996,60.756924600000005,56.07320847849567,66.92786924965563,60.756924600000005,54.58597995034439
2020-04-28,59026000.0,33.57,285.730011,0.05,67.555496,60.9740495,50.134271329842434,66.94114846589959,60.9740495,55.00695053410041
2020-04-29,75872000.0,31.23,293.209991,0.05,67.364998,61.4207244,61.38413341908532,67.8167719388756,61.4207244,55.02467686112439
2020-04-30,53378000.0,34.150002,290.480011,0.05,68.627998,62.02832445,61.99901636626216,68.27563820959874,62.02832445,55.78101069040126
2020-05-01,41450000.0,37.189999,282.790009,0.05,69.418503,62.527749549999996,58.10641020764418,68.34207396407463,62.527749549999996,56.71342513592537
2020-05-04,30080000.0,35.970001,283.570007,0.05,70.163002,63.1000493,58.72230436878267,67.91862772885557,63.1000493,58.281470871144435
2020-05-05,33030000.0,33.610001,286.190002,0.05,68.787003,63.510524049999994,61.13867488948075,68.38099689220154,63.510524049999994,58.64005120779844
2020-05-06,24308000.0,34.119999,284.25,0.05,67.466499,63.91249895,60.54051902506732,68.65398481158184,63.91249895,59.171013088418164
2020-05-07,27952000.0,31.440001,287.679993,0.05,67.806503,64.31819885,63.11697369062981,69.22109395250307,64.31819885,59.415303747496935
2020-05-08,27738000.0,27.98,292.440002,0.05,68.6595,64.7604991,64.67178875318743,69.83370102001732,64.7604991,59.6872971799827
2020-05-11,28242000.0,27.57,292.5,0.05,69.196999,65.2247493,66.12034496063563,70.49742368393008,65.2247493,59.95207491606991
2020-05-12,27812000.0,33.040001,286.670013,0.05,68.674248,65.49102454999999,61.13131487427871,70.92421200462084,65.49102454999999,60.05783709537915
2020-05-13,36252000.0,35.279999,281.600006,0.05,70.335999,65.70817445,56.70909799442661,71.08985875037683,65.70817445,60.326490149623176
2020-05-14,32062000.0,32.610001,284.970001,0.05,70.139999,65.93982460000001,57.560386385019385,71.26063123381712,65.93982460000001,60.6190179661829
2020-05-15,34154000.0,31.889999,286.279999,0.05,70.521004,66.1646747,59.70139422524622,71.54893565114543,66.1646747,60.78041374885459
2020-05-18,36448000.0,29.299999,295.0,0.05,70.850998,66.45799955,61.03532334469375,71.83133390375747,66.45799955,61.08466519624253
2020-05-19,25612000.0,30.530001,291.970001,0.05,70.891998,66.85086190000001,58.99017728994346,71.6003661599392,66.85086190000001,62.10135764006083
2020-05-20,33108000.0,27.99,296.929993,0.05,70.836502,67.20963685000001,63.21030005299729,71.86858469270533,67.20963685000001,62.550689007294686
2020-05-21,27700000.0,29.530001,294.880005,0.05,71.445999,67.5258619,62.39473252448483,72.07198585707313,67.5258619,62.97973794292685
2020-05-22,26188000.0,28.16,295.440002,0.05,71.591003,67.85363709999999,63.38375279505595,72.26213062745408,67.85363709999999,63.44514357254588
2020-05-26,41212000.0,28.01,299.079987,0.05,71.960999,68.20648704999999,64.26048156665996,72.36970496609374,68.20648704999999,64.04326913390625
2020-05-27,33716000.0,27.620001,303.529999,0.05,71.819,68.66691205000001,64.37461515946102,71.66696750681541,68.66691205000001,65.6668565931846
2020-05-28,33844000.0,28.59,302.970001,0.05,70.609001,68.8550373,64.07633459184127,71.90595607566917,68.8550373,65.80411852433085
2020-05-29,36418000.0,27.51,304.320007,0.05,71.919502,69.0556873,65.94277507954479,72.23784749607071,69.0556873,65.87352710392929
2020-06-01,24342000.0,28.23,305.549988,0.08,72.330498,69.33371235,66.39017189556095,72.37134656517468,69.33371235,66.29607813482532
2020-06-02,25562000.0,26.84,308.079987,0.08,72.807999,69.61476250000001,67.56115529905193,72.52354472087995,69.61476250000001,66.70598027912007
2020-06-03,25124000.0,25.66,312.179993,0.08,73.292503,69.8279377,66.60209638077254,72.72617773440535,69.8279377,66.92969766559466
2020-06-04,29686000.0,25.809999,311.359985,0.08,70.192001,69.99013785000001,58.92601294931471,72.66228809004275,69.99013785000001,67.31798760995727
2020-06-05,34698000.0,24.52,319.339996,0.08,70.658997,70.15471305000001,63.79320910757569,72.87857095353965,70.15471305000001,67.43085514646037
2020-06-08,28084000.0,25.809999,323.200012,0.08,70.9925,70.3003128,65.18650863382851,73.16608937668937,70.3003128,67.43453622331063
2020-06-09,28184000.0,27.57,320.790009,0.08,72.136002,70.43256265,66.78570174562677,73.50810431238301,70.43256265,67.35702098761698
2020-06-10,30504000.0,27.57,319.0,0.08,72.556,70.65783765,68.37321075946417,73.88229873715873,70.65783765,67.43337656284127
2020-06-11,39826000.0,40.790001,300.609985,0.08,71.797997,70.79411275,51.43201706635506,73.66125519447243,70.79411275,67.92697030552756
2020-06-12,38928000.0,36.09,304.209991,0.08,71.585999,70.93673745,53.30857090223775,73.43865295540377,70.93673745,68.43482194459622
2020-06-15,30078000.0,34.400002,307.049988,0.08,72.593002,71.05338745,54.655988356121156,73.31418215378535,71.05338745,68.79259274621465
2020-06-16,34184000.0,33.669998,312.959991,0.08,73.220497,71.2003376,59.022479150675004,73.33141859799294,71.2003376,69.06925660200706
